transaction_id,timestamp,amount,payment_method,bank,device,city,status,failure_reason
21038,2026-09-03 08:23:30.673227,1632.43,CARD,HDFC,Android,Mumbai,SUCCESS,
16417,2026-09-03 08:23:31.673227,2316.98,NETBANKING,ICICI,Android,Mumbai,SUCCESS,
39982,2026-09-03 08:23:33.673227,5648.09,UPI,SBI,Android,Hyderabad,SUCCESS,
23015,2026-09-03 08:23:33.673227,685.85,NETBANKING,AXIS,Android,Hyderabad,SUCCESS,
20213,2026-09-03 08:23:34.673227,557.7,CARD,AXIS,Android,Delhi,SUCCESS,
33151,2026-09-03 08:23:35.673227,1540.95,UPI,KOTAK,Android,Bangalore,SUCCESS,
15415,2026-09-03 08:23:36.673227,292.58,UPI,SBI,Android,Delhi,SUCCESS,
22070,2026-09-03 08:23:37.673227,955.97,WALLET,AXIS,Android,Mumbai,SUCCESS,
3815,2026-09-03 08:23:41.673227,1819.28,UPI,SBI,Android,Delhi,SUCCESS,
2545,2026-09-03 08:23:42.673227,273.31,UPI,ICICI,Android,Delhi,SUCCESS,
7726,2026-09-03 08:23:44.673227,652.37,NETBANKING,HDFC,Web,Delhi,SUCCESS,
4377,2026-09-03 08:23:44.673227,106.72,CARD,AXIS,Android,Delhi,SUCCESS,
39923,2026-09-03 08:23:44.673227,723.62,NETBANKING,SBI,Android,Hyderabad,SUCCESS,
21858,2026-09-03 08:23:45.673227,1720.77,NETBANKING,AXIS,Android,Hyderabad,SUCCESS,
43135,2026-09-03 08:23:47.673227,622.92,CARD,AXIS,Android,Pune,SUCCESS,
24664,2026-09-03 08:23:48.673227,1931.22,UPI,AXIS,Web,Hyderabad,SUCCESS,
35293,2026-09-03 08:23:49.673227,3274.05,CARD,HDFC,iOS,Pune,SUCCESS,
46605,2026-09-03 08:23:52.673227,1164.24,UPI,SBI,Android,Mumbai,SUCCESS,
39887,2026-09-03 08:23:55.673227,1012.56,WALLET,KOTAK,Android,Bangalore,SUCCESS,
41054,2026-09-03 08:23:58.673227,894.46,UPI,SBI,Android,Pune,SUCCESS,
10857,2026-09-03 08:23:59.673227,1317.35,UPI,KOTAK,Android,Mumbai,SUCCESS,
49391,2026-09-03 08:23:59.673227,963.26,UPI,ICICI,Web,Pune,FAILED,BANK_DECLINE
36959,2026-09-03 08:24:00.673227,345.64,UPI,KOTAK,Web,Delhi,FAILED,BANK_DECLINE
40946,2026-09-03 08:24:01.673227,792.18,UPI,KOTAK,Android,Bangalore,SUCCESS,
19119,2026-09-03 08:24:02.673227,481.64,UPI,KOTAK,Android,Pune,SUCCESS,
11772,2026-09-03 08:24:04.673227,362.2,UPI,SBI,Android,Mumbai,SUCCESS,
39689,2026-09-03 08:24:05.673227,1052.97,CARD,AXIS,Android,Hyderabad,SUCCESS,
18716,2026-09-03 08:24:06.673227,1027.35,UPI,KOTAK,Android,Bangalore,SUCCESS,
36810,2026-09-03 08:24:08.673227,2074.14,UPI,SBI,Web,Mumbai,SUCCESS,
44134,2026-09-03 08:24:10.673227,2586.52,UPI,AXIS,iOS,Hyderabad,SUCCESS,
40349,2026-09-03 08:24:10.673227,950.07,UPI,SBI,Android,Hyderabad,SUCCESS,
13245,2026-09-03 08:24:12.673227,413.31,NETBANKING,KOTAK,Web,Hyderabad,SUCCESS,
36684,2026-09-03 08:24:15.673227,684.56,UPI,ICICI,iOS,Mumbai,SUCCESS,
22374,2026-09-03 08:24:17.673227,802.26,UPI,SBI,iOS,Mumbai,SUCCESS,
47193,2026-09-03 08:24:18.673227,736.9,UPI,KOTAK,iOS,Mumbai,SUCCESS,
44125,2026-09-03 08:24:21.673227,3762.98,CARD,AXIS,Android,Hyderabad,SUCCESS,
34774,2026-09-03 08:24:26.673227,818.63,UPI,SBI,Web,Pune,SUCCESS,
17201,2026-09-03 08:24:27.673227,2139.41,UPI,SBI,iOS,Bangalore,SUCCESS,
45043,2026-09-03 08:24:28.673227,818.14,NETBANKING,ICICI,Android,Mumbai,SUCCESS,
18788,2026-09-03 08:24:30.673227,1006.96,UPI,KOTAK,Android,Mumbai,SUCCESS,
13521,2026-09-03 08:24:35.673227,2584.1,NETBANKING,ICICI,Android,Delhi,SUCCESS,
17001,2026-09-03 08:24:35.673227,470.63,UPI,HDFC,Web,Bangalore,SUCCESS,
7403,2026-09-03 08:24:36.673227,1256.85,CARD,KOTAK,Web,Delhi,SUCCESS,
27322,2026-09-03 08:24:36.673227,794.11,CARD,KOTAK,iOS,Bangalore,SUCCESS,
25233,2026-09-03 08:24:36.673227,173.43,NETBANKING,KOTAK,iOS,Delhi,SUCCESS,
41836,2026-09-03 08:24:38.673227,1236.28,UPI,HDFC,iOS,Hyderabad,SUCCESS,
10258,2026-09-03 08:24:39.673227,2983.01,UPI,KOTAK,Android,Bangalore,SUCCESS,
14,2026-09-03 08:24:42.673227,2053.63,UPI,ICICI,Android,Bangalore,FAILED,BANK_DECLINE
18020,2026-09-03 08:24:42.673227,1683.84,UPI,AXIS,Android,Pune,SUCCESS,
4101,2026-09-03 08:24:43.673227,1123.58,UPI,ICICI,iOS,Bangalore,SUCCESS,
13591,2026-09-03 08:24:46.673227,1256.39,UPI,SBI,Android,Bangalore,SUCCESS,
27972,2026-09-03 08:24:51.673227,1727.09,UPI,HDFC,Android,Bangalore,SUCCESS,
32532,2026-09-03 08:24:52.673227,697.1,UPI,KOTAK,Android,Pune,SUCCESS,
49156,2026-09-03 08:24:53.673227,553.17,UPI,AXIS,iOS,Mumbai,SUCCESS,
2366,2026-09-03 08:24:54.673227,1089.89,UPI,SBI,Android,Delhi,SUCCESS,
13751,2026-09-03 08:24:54.673227,688.13,CARD,HDFC,Web,Hyderabad,SUCCESS,
15324,2026-09-03 08:24:55.673227,1739.03,NETBANKING,AXIS,iOS,Pune,SUCCESS,
9242,2026-09-03 08:24:57.673227,1342.14,CARD,AXIS,Web,Pune,SUCCESS,
10906,2026-09-03 08:25:00.673227,913.82,UPI,HDFC,Android,Mumbai,SUCCESS,
14859,2026-09-03 08:25:03.673227,1328.4,UPI,HDFC,Android,Hyderabad,FAILED,BANK_DECLINE
714,2026-09-03 08:25:04.673227,766.18,CARD,KOTAK,iOS,Delhi,SUCCESS,
41377,2026-09-03 08:25:08.673227,2568.1,CARD,ICICI,Android,Pune,SUCCESS,
45028,2026-09-03 08:25:09.673227,922.11,UPI,ICICI,Android,Pune,SUCCESS,
6083,2026-09-03 08:25:10.673227,1107.3,UPI,SBI,Android,Hyderabad,SUCCESS,
8449,2026-09-03 08:25:12.673227,176.18,NETBANKING,HDFC,iOS,Bangalore,SUCCESS,
39941,2026-09-03 08:25:12.673227,734.5,CARD,SBI,Android,Pune,SUCCESS,
29253,2026-09-03 08:25:13.673227,1273.92,NETBANKING,ICICI,iOS,Pune,SUCCESS,
18570,2026-09-03 08:25:16.673227,2330.22,CARD,HDFC,iOS,Pune,SUCCESS,
39942,2026-09-03 08:25:18.673227,357.39,UPI,SBI,Android,Hyderabad,SUCCESS,
1354,2026-09-03 08:25:22.673227,1825.0,CARD,AXIS,iOS,Bangalore,FAILED,BANK_DECLINE
2912,2026-09-03 08:25:23.673227,2071.48,WALLET,AXIS,Android,Delhi,SUCCESS,
7736,2026-09-03 08:25:24.673227,655.79,UPI,SBI,Web,Pune,SUCCESS,
24310,2026-09-03 08:25:24.673227,1154.09,NETBANKING,HDFC,Web,Hyderabad,SUCCESS,
44866,2026-09-03 08:25:26.673227,4205.06,CARD,ICICI,Web,Hyderabad,SUCCESS,
39622,2026-09-03 08:25:27.673227,487.66,UPI,HDFC,iOS,Bangalore,SUCCESS,
41672,2026-09-03 08:25:28.673227,768.58,NETBANKING,KOTAK,iOS,Mumbai,SUCCESS,
11062,2026-09-03 08:25:29.673227,198.1,NETBANKING,HDFC,Web,Pune,SUCCESS,
32571,2026-09-03 08:25:30.673227,1291.21,NETBANKING,KOTAK,iOS,Pune,FAILED,TIMEOUT
35884,2026-09-03 08:25:31.673227,324.04,UPI,HDFC,Android,Mumbai,SUCCESS,
49847,2026-09-03 08:25:33.673227,485.62,UPI,KOTAK,Android,Mumbai,SUCCESS,
10591,2026-09-03 08:25:39.673227,646.05,UPI,AXIS,iOS,Mumbai,SUCCESS,
37091,2026-09-03 08:25:41.673227,1023.65,UPI,AXIS,Android,Hyderabad,SUCCESS,
28251,2026-09-03 08:25:42.673227,1883.62,NETBANKING,AXIS,Web,Hyderabad,SUCCESS,
21162,2026-09-03 08:25:45.673227,738.64,CARD,KOTAK,Android,Mumbai,SUCCESS,
14217,2026-09-03 08:25:45.673227,1666.2,UPI,AXIS,Android,Delhi,SUCCESS,
28883,2026-09-03 08:25:47.673227,653.15,UPI,AXIS,Web,Pune,SUCCESS,
48598,2026-09-03 08:25:47.673227,1228.95,UPI,ICICI,Android,Delhi,SUCCESS,
41049,2026-09-03 08:25:48.673227,812.35,NETBANKING,SBI,Android,Mumbai,SUCCESS,
27272,2026-09-03 08:25:49.673227,3694.76,UPI,AXIS,Android,Mumbai,SUCCESS,
23128,2026-09-03 08:25:54.673227,327.25,CARD,KOTAK,iOS,Delhi,SUCCESS,
28128,2026-09-03 08:25:58.673227,852.93,UPI,SBI,Android,Mumbai,SUCCESS,
44393,2026-09-03 08:25:59.673227,2859.2,UPI,ICICI,iOS,Delhi,SUCCESS,
44329,2026-09-03 08:26:01.673227,1000.09,UPI,SBI,Android,Pune,SUCCESS,
5150,2026-09-03 08:26:05.673227,1345.23,WALLET,KOTAK,iOS,Delhi,SUCCESS,
31666,2026-09-03 08:26:05.673227,511.25,WALLET,AXIS,Android,Bangalore,SUCCESS,
5623,2026-09-03 08:26:06.673227,552.83,UPI,SBI,iOS,Mumbai,SUCCESS,
24538,2026-09-03 08:26:10.673227,610.54,UPI,AXIS,Android,Bangalore,SUCCESS,
12498,2026-09-03 08:26:10.673227,433.55,CARD,SBI,iOS,Pune,SUCCESS,
21043,2026-09-03 08:26:10.673227,845.6,CARD,SBI,Web,Delhi,FAILED,TIMEOUT
23337,2026-09-03 08:26:11.673227,1623.13,UPI,KOTAK,iOS,Mumbai,SUCCESS,
48634,2026-09-03 08:26:13.673227,4156.23,UPI,ICICI,iOS,Pune,SUCCESS,
36497,2026-09-03 08:26:19.673227,760.38,UPI,SBI,iOS,Pune,SUCCESS,
48348,2026-09-03 08:26:20.673227,1275.38,CARD,AXIS,Android,Mumbai,SUCCESS,
25228,2026-09-03 08:26:20.673227,3556.22,CARD,HDFC,Android,Delhi,SUCCESS,
556,2026-09-03 08:26:23.673227,901.23,CARD,HDFC,iOS,Pune,SUCCESS,
4187,2026-09-03 08:26:24.673227,929.53,UPI,KOTAK,Android,Delhi,SUCCESS,
32767,2026-09-03 08:26:24.673227,1970.03,UPI,SBI,Web,Delhi,SUCCESS,
10164,2026-09-03 08:26:26.673227,1051.35,CARD,HDFC,Android,Bangalore,SUCCESS,
36713,2026-09-03 08:26:26.673227,968.53,UPI,AXIS,Web,Mumbai,SUCCESS,
10214,2026-09-03 08:26:28.673227,425.45,UPI,SBI,Web,Mumbai,SUCCESS,
37906,2026-09-03 08:26:30.673227,1243.66,UPI,SBI,iOS,Bangalore,SUCCESS,
25022,2026-09-03 08:26:31.673227,3550.04,UPI,ICICI,Android,Bangalore,SUCCESS,
29417,2026-09-03 08:26:40.673227,251.63,UPI,KOTAK,Android,Hyderabad,SUCCESS,
16224,2026-09-03 08:26:40.673227,973.03,UPI,KOTAK,Android,Delhi,SUCCESS,
11176,2026-09-03 08:26:43.673227,2590.22,NETBANKING,HDFC,Android,Pune,SUCCESS,
23458,2026-09-03 08:26:47.673227,447.28,UPI,ICICI,Web,Hyderabad,SUCCESS,
14123,2026-09-03 08:26:49.673227,580.83,CARD,SBI,Android,Delhi,SUCCESS,
42287,2026-09-03 08:26:53.673227,578.77,CARD,SBI,iOS,Delhi,SUCCESS,
30987,2026-09-03 08:26:54.673227,405.45,CARD,KOTAK,Android,Bangalore,SUCCESS,
367,2026-09-03 08:26:56.673227,225.1,UPI,AXIS,Android,Bangalore,SUCCESS,
19905,2026-09-03 08:26:57.673227,7574.49,NETBANKING,HDFC,Android,Pune,SUCCESS,
8452,2026-09-03 08:26:57.673227,1745.17,UPI,AXIS,iOS,Hyderabad,SUCCESS,
14307,2026-09-03 08:26:58.673227,2621.74,NETBANKING,SBI,Web,Pune,SUCCESS,
25546,2026-09-03 08:26:58.673227,2498.32,WALLET,KOTAK,Android,Mumbai,SUCCESS,
45056,2026-09-03 08:26:58.673227,297.69,CARD,KOTAK,Android,Pune,SUCCESS,
33406,2026-09-03 08:27:01.673227,667.56,UPI,HDFC,Android,Delhi,SUCCESS,
42447,2026-09-03 08:27:02.673227,1628.41,UPI,SBI,Web,Mumbai,SUCCESS,
8229,2026-09-03 08:27:02.673227,613.05,NETBANKING,HDFC,Android,Delhi,SUCCESS,
10108,2026-09-03 08:27:03.673227,655.58,UPI,KOTAK,Android,Delhi,FAILED,BANK_DECLINE
26104,2026-09-03 08:27:05.673227,7218.35,CARD,KOTAK,iOS,Hyderabad,SUCCESS,
46672,2026-09-03 08:27:06.673227,1009.89,UPI,HDFC,Android,Delhi,SUCCESS,
27288,2026-09-03 08:27:07.673227,2261.5,CARD,AXIS,iOS,Pune,SUCCESS,
27436,2026-09-03 08:27:09.673227,1410.89,UPI,HDFC,iOS,Pune,SUCCESS,
9015,2026-09-03 08:27:12.673227,3119.51,UPI,AXIS,Web,Hyderabad,SUCCESS,
30414,2026-09-03 08:27:15.673227,812.87,WALLET,HDFC,Android,Bangalore,SUCCESS,
45245,2026-09-03 08:27:15.673227,1201.14,UPI,ICICI,iOS,Mumbai,SUCCESS,
16221,2026-09-03 08:27:16.673227,1240.98,UPI,SBI,Android,Mumbai,SUCCESS,
18873,2026-09-03 08:27:20.673227,189.74,CARD,HDFC,Android,Delhi,SUCCESS,
31819,2026-09-03 08:27:20.673227,3151.75,UPI,HDFC,Android,Pune,SUCCESS,
37592,2026-09-03 08:27:21.673227,2529.3,UPI,HDFC,Web,Delhi,SUCCESS,
6686,2026-09-03 08:27:23.673227,1656.64,UPI,ICICI,Web,Hyderabad,SUCCESS,
45421,2026-09-03 08:27:23.673227,464.54,UPI,ICICI,Web,Hyderabad,SUCCESS,
18338,2026-09-03 08:27:23.673227,648.73,UPI,ICICI,Web,Bangalore,SUCCESS,
3412,2026-09-03 08:27:23.673227,1655.55,UPI,KOTAK,Android,Delhi,SUCCESS,
18369,2026-09-03 08:27:25.673227,909.96,UPI,SBI,iOS,Hyderabad,SUCCESS,
1002,2026-09-03 08:27:26.673227,2097.28,UPI,SBI,iOS,Hyderabad,SUCCESS,
4864,2026-09-03 08:27:28.673227,3127.89,NETBANKING,AXIS,Android,Bangalore,SUCCESS,
12851,2026-09-03 08:27:28.673227,2343.66,NETBANKING,KOTAK,Android,Delhi,SUCCESS,
46926,2026-09-03 08:27:29.673227,632.07,CARD,KOTAK,Android,Delhi,FAILED,TIMEOUT
18329,2026-09-03 08:27:30.673227,1381.72,UPI,SBI,Android,Delhi,SUCCESS,
13680,2026-09-03 08:27:31.673227,1075.34,CARD,HDFC,iOS,Hyderabad,SUCCESS,
40588,2026-09-03 08:27:34.673227,1538.32,CARD,AXIS,Web,Bangalore,SUCCESS,
43600,2026-09-03 08:27:34.673227,2180.2,UPI,ICICI,Android,Pune,SUCCESS,
20229,2026-09-03 08:27:36.673227,1753.55,UPI,AXIS,Web,Delhi,SUCCESS,
23022,2026-09-03 08:27:36.673227,209.2,UPI,HDFC,iOS,Bangalore,SUCCESS,
41180,2026-09-03 08:27:38.673227,2796.18,UPI,ICICI,Web,Hyderabad,SUCCESS,
11335,2026-09-03 08:27:39.673227,427.75,UPI,ICICI,iOS,Delhi,SUCCESS,
40939,2026-09-03 08:27:40.673227,1475.82,UPI,ICICI,Web,Mumbai,SUCCESS,
46426,2026-09-03 08:27:41.673227,1242.16,UPI,AXIS,Android,Bangalore,SUCCESS,
21218,2026-09-03 08:27:46.673227,838.08,CARD,HDFC,Web,Bangalore,SUCCESS,
47480,2026-09-03 08:27:48.673227,840.18,UPI,AXIS,iOS,Bangalore,SUCCESS,
18159,2026-09-03 08:27:51.673227,3034.26,UPI,SBI,iOS,Mumbai,SUCCESS,
44417,2026-09-03 08:27:51.673227,969.24,UPI,HDFC,iOS,Bangalore,SUCCESS,
33833,2026-09-03 08:27:53.673227,323.83,CARD,AXIS,Android,Hyderabad,SUCCESS,
37863,2026-09-03 08:27:58.673227,1069.53,NETBANKING,ICICI,Android,Bangalore,FAILED,TIMEOUT
17986,2026-09-03 08:28:01.673227,1328.54,UPI,AXIS,Web,Delhi,SUCCESS,
20587,2026-09-03 08:28:06.673227,752.76,CARD,AXIS,iOS,Mumbai,SUCCESS,
7378,2026-09-03 08:28:07.673227,612.95,UPI,KOTAK,iOS,Bangalore,SUCCESS,
28694,2026-09-03 08:28:08.673227,749.39,CARD,ICICI,Android,Pune,SUCCESS,
27942,2026-09-03 08:28:10.673227,1636.85,UPI,ICICI,Android,Bangalore,SUCCESS,
27661,2026-09-03 08:28:14.673227,3658.61,CARD,HDFC,Android,Delhi,SUCCESS,
47522,2026-09-03 08:28:15.673227,1854.24,UPI,SBI,iOS,Hyderabad,SUCCESS,
42260,2026-09-03 08:28:18.673227,1602.74,UPI,SBI,Android,Bangalore,SUCCESS,
2323,2026-09-03 08:28:20.673227,1621.95,UPI,KOTAK,iOS,Bangalore,SUCCESS,
38317,2026-09-03 08:28:20.673227,2059.83,CARD,ICICI,iOS,Bangalore,SUCCESS,
5981,2026-09-03 08:28:21.673227,924.11,CARD,HDFC,iOS,Delhi,SUCCESS,
30855,2026-09-03 08:28:21.673227,2495.83,UPI,SBI,iOS,Delhi,SUCCESS,
32220,2026-09-03 08:28:22.673227,549.46,NETBANKING,AXIS,iOS,Bangalore,SUCCESS,
11098,2026-09-03 08:28:28.673227,5169.93,UPI,AXIS,iOS,Bangalore,SUCCESS,
34767,2026-09-03 08:28:30.673227,799.6,UPI,SBI,iOS,Hyderabad,SUCCESS,
47422,2026-09-03 08:28:32.673227,410.94,CARD,AXIS,Android,Hyderabad,SUCCESS,
4191,2026-09-03 08:28:39.673227,2222.32,UPI,ICICI,Android,Delhi,SUCCESS,
17490,2026-09-03 08:28:42.673227,383.95,CARD,SBI,Android,Hyderabad,SUCCESS,
22558,2026-09-03 08:28:44.673227,2023.3,UPI,HDFC,Android,Hyderabad,SUCCESS,
28529,2026-09-03 08:28:45.673227,3337.25,CARD,SBI,Android,Hyderabad,SUCCESS,
43358,2026-09-03 08:28:48.673227,2180.84,CARD,KOTAK,Android,Hyderabad,SUCCESS,
26167,2026-09-03 08:28:50.673227,2220.6,CARD,KOTAK,Android,Bangalore,SUCCESS,
23457,2026-09-03 08:28:50.673227,648.63,UPI,ICICI,Android,Mumbai,SUCCESS,
21017,2026-09-03 08:28:51.673227,256.71,WALLET,SBI,iOS,Bangalore,SUCCESS,
